absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members,all_keywords,absolute_keywords,weighted_keywords,general_theme_gpt,general_theme_names,absolute_theme_gpt,absolute_theme_names,weighted_theme_gpt,weighted_theme_names
86,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",91,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[19017675, 1586941430, 2716396878, 3311009789, 3369332271, 3381540185, 4521330855, 4690856839, 775044975809757184, 783063150585339905, 801145013799358468, 818947590137987072]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress,travel,immigration,trumps,order,court,judge,president,appeal,donald,federal","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress","ban,travel,trump,immigration,trumps,order,court,judge,president,appeal,donald,federal,muslim,muslimban,refugee","{'Theme: U.S. Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress, travel, immigration, trumps, order, court, judge, president, appeal, donald, federal'}",Theme: U.S. Immigration Policy and Protests,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress'}",US Immigration Policy and Public Response,"{'US Immigration Policy': 'ban, travel, trump, immigration, trumps, order, court, judge, president, appeal, donald, federal, muslim, muslimban, refugee'}",US Immigration Policy
87,1,"['ban', 'trump', 'muslim', 'bannon', 'white', 'security', 'house', 'call', 'lie', 'attack', 'terrorism', 'head', 'general', 'miller']",92,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",4,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'white_house', 'attack']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[14811217, 63517019, 111490230, 280158384]","ban,trump,muslim,bannon,white,security,house,call,lie,attack,terrorism,head,general,miller,travel,trumps,white_house,president,order,court,people,muslimban,refugee","ban,trump,muslim,bannon,white,security,house,call,lie,attack,terrorism,head,general,miller,travel,trumps,white_house","trump,ban,president,order,court,people,security,muslim,muslimban,refugee,trumps","{'US Travel Ban Controversy': 'ban, trump, muslim, bannon, white, security, house, call, lie, attack, terrorism, head, general, miller, travel, trumps, white_house, president, order, court, people, muslimban, refugee'}",US Travel Ban Controversy,"{'US Politics and Immigration Policy': 'ban, trump, muslim, bannon, white, security, house, call, lie, attack, terrorism, head, general, miller, travel, trumps, white_house'}",US Politics and Immigration Policy,"{'US Immigration Policy': 'trump, ban, president, order, court, people, security, muslim, muslimban, refugee, trumps'}",US Immigration Policy
88,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",94,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[104198706, 279668945, 1112486646]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress,president,order,court,security,trumps","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress","trump,ban,president,order,court,people,security,muslim,muslimban,refugee,trumps","{'US Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress, president, order, court, security, trumps'}",US Immigration Policy and Protests,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress'}",US Immigration Policy and Public Response,"{'US Immigration Policy': 'trump, ban, president, order, court, people, security, muslim, muslimban, refugee, trumps'}",US Immigration Policy
89,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",97,7,"['muslimban', 'muslim', 'maga', 'travelban']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[123910041, 250623436, 3070001098, 778876449348546560]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress,maga,travelban,trumps,order","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress","muslimban,muslim,maga,travelban,ban,trump,refugee,trumps,order","{'US Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress, maga, travelban, trumps, order'}",US Immigration Policy and Protests,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress'}",US Immigration Policy and Public Response,"{'US Immigration Policy': 'muslimban, travelban, ban, refugee, order', 'Trump Administration': 'trump, trumps, maga', 'Impact on Muslim Community': 'muslimban, muslim'}",US Immigration Policy.Trump Administration.Impact on Muslim Community
91,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",101,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[21439144, 4378260195, 811174268881014784]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress,president,order,court,security,trumps","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress","trump,ban,president,order,court,people,security,muslim,muslimban,refugee,trumps","{'US Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress, president, order, court, security, trumps'}",US Immigration Policy and Protests,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress'}",US Immigration Policy and Public Response,"{'US Immigration Policy': 'trump, ban, president, order, court, people, security, muslim, muslimban, refugee, trumps'}",US Immigration Policy
93,2,"['muslimban', 'maga', 'travelban', 'islam', 'usa', 'trump', 'liberal', 'americafirst', 'immigrationban', 'tcot', 'terrorist']",103,5,"['muslimban', 'trumprussia', 'trumpleak', 'trump', 'tie', 'resist', 'read', 'resistance']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[5734902, 2185383780, 4499095419]","muslimban,maga,travelban,islam,usa,trump,liberal,americafirst,immigrationban,tcot,terrorist,nobannowall,refugee,muslim,ban,refugeeswelcome,protest,congress,trumprussia,trumpleak,tie,resist,read,resistance,travel,immigration,trumps,order,court,judge,president,appeal,federal,block,rule,white_house,halt,justice_department","muslimban,maga,travelban,islam,usa,trump,liberal,americafirst,immigrationban,tcot,terrorist,nobannowall,refugee,muslim,ban,refugeeswelcome,protest,congress","muslimban,trumprussia,trumpleak,trump,tie,resist,read,resistance,ban,travel,immigration,trumps,order,court,judge,president,appeal,federal,block,rule,white_house,halt,justice_department","{'US Immigration Policy and Protests': 'muslimban, travelban, immigrationban, immigration, refugeeswelcome, protest, nobannowall, resist, resistance', 'Trump Administration and Legal Challenges': 'maga, usa, trump, americafirst, congress, trumprussia, trumpleak, order, court, judge, president, appeal, federal, block, rule, white_house, halt, justice_department', 'Religious and Cultural Tensions': 'islam, muslim, refugee, refugeeswelcome, terrorist', 'Political Ideologies and Movements': 'liberal, tcot, resist, resistance'}",US Immigration Policy and Protests.Trump Administration and Legal Challenges.Religious and Cultural Tensions.Political Ideologies and Movements,"{'US Immigration Policy and Protests': 'muslimban, maga, travelban, islam, usa, trump, liberal, americafirst, immigrationban, tcot, terrorist, nobannowall, refugee, muslim, ban, refugeeswelcome, protest, congress'}",US Immigration Policy and Protests,"{'US Politics and Legal Challenges': 'muslimban, trumprussia, trumpleak, trump, resist, resistance, ban, travel, immigration, trumps, order, court, judge, president, appeal, federal, block, rule, white_house, halt, justice_department'}",US Politics and Legal Challenges
94,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",104,4,"['resist', 'theresistance', 'dworkinreport', 'trump', 'nodapl', 'impeachtrump', 'flynn', 'fireflynn']",13,"['theresistance', 'resist', 'nobannowall', 'impeachtrump', 'impeachtrump_impeachtrumpnow', 'resistance', 'trump']",7,"['muslimban', 'resist', 'theresistance', 'dworkinreport', 'nodapl', 'impeachtrump']","[93904951, 234306352, 774672882, 1195546008, 2327080175]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,theresistance,resist,impeachtrump,impeachtrump_impeachtrumpnow,resistance,dworkinreport,nodapl,flynn,fireflynn","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,theresistance,resist,impeachtrump,impeachtrump_impeachtrumpnow,resistance","resist,theresistance,dworkinreport,trump,nodapl,impeachtrump,flynn,fireflynn,muslimban","{'Travel Ban and Immigration Policy': ['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome'], 'Protest and Resistance Movements': ['protest', 'people', 'support', 'theresistance', 'resist', 'resistance'], 'Political Opposition and Impeachment': ['impeachtrump', 'impeachtrump_impeachtrumpnow', 'dworkinreport'], 'Controversial Government Actions': ['nodapl', 'flynn', 'fireflynn']}",Travel Ban and Immigration Policy.Protest and Resistance Movements.Political Opposition and Impeachment.Controversial Government Actions,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, theresistance, resist, impeachtrump, impeachtrump_impeachtrumpnow, resistance'}",US Immigration Policy and Public Response,"{'Political Resistance and Activism': 'resist, theresistance, nodapl, impeachtrump', 'Trump Administration Controversies': 'dworkinreport, trump, flynn, fireflynn, muslimban'}",Political Resistance and Activism.Trump Administration Controversies
95,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",105,2,"['nobannowall', 'muslimban', 'tntweeter', 'uslatino', 'heretostay', 'latism', 'inmigracion', 'notmore', 'immigration', 'refugeeswelcome', 'nomuslimban', 'refugee', 'niunomas', 'timeisnow', 'stand']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[2265661259, 2650905729, 3056507852]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress,tntweeter,uslatino,heretostay,latism,inmigracion,notmore,immigration,nomuslimban,niunomas,timeisnow,stand,trumps,order","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress","nobannowall,muslimban,tntweeter,uslatino,heretostay,latism,inmigracion,notmore,immigration,refugeeswelcome,nomuslimban,refugee,niunomas,timeisnow,stand,ban,trump,muslim,trumps,order","{'Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress, tntweeter, uslatino, heretostay, latism, inmigracion, notmore, immigration, nomuslimban, niunomas, timeisnow, stand, trumps, order'}",Immigration Policy and Protests,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress'}",US Immigration Policy and Public Response,"{'Immigration and Refugee Policies': ['nobannowall', 'muslimban', 'heretostay', 'inmigracion', 'immigration', 'refugeeswelcome', 'nomuslimban', 'refugee', 'ban', 'trump', 'muslim', 'trumps', 'order'], 'Social Media Activism': ['tntweeter', 'uslatino', 'latism', 'notmore', 'niunomas', 'timeisnow', 'stand']}",Immigration and Refugee Policies.Social Media Activism
96,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",106,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",4,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'white_house', 'attack']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[145597506, 361380289, 442077506]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,travel,trumps,white_house,attack,president,order,court,security","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,travel,trumps,white_house,attack","trump,ban,president,order,court,people,security,muslim,muslimban,refugee,trumps","{'US Travel Ban Controversy': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, travel, trumps, white_house, attack, president, order, court, security'}",US Travel Ban Controversy,"{'US Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, travel, trumps, white_house, attack'}",US Immigration Policy and Protests,"{'US Immigration Policy': 'trump, ban, president, order, court, people, security, muslim, muslimban, refugee, trumps'}",US Immigration Policy
97,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",107,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[160216460, 1055907624, 771807399917326337]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress,president,order,court,security,trumps","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress","trump,ban,president,order,court,people,security,muslim,muslimban,refugee,trumps","{'US Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress, president, order, court, security, trumps'}",US Immigration Policy and Protests,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress'}",US Immigration Policy and Public Response,"{'US Immigration Policy': 'trump, ban, president, order, court, people, security, muslim, muslimban, refugee, trumps'}",US Immigration Policy
98,10,"['order', 'immigration', 'ban', 'travel', 'judge', 'executive', 'halt', 'country', 'muslim', 'poll', 'tweet', 'marine', 'iraq', 'comment']",108,7,"['muslimban', 'muslim', 'maga', 'travelban']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",12,"['travelban', 'maga', 'ban', 'trump', 'travel', 'immigration', 'country', 'buildthewall', 'immigrationban', 'support_leader', 'america', 'muslim', 'support', 'refugee', 'immigrationban_maga', 'president', 'liberal']","[37919483, 284097614, 795224209052012500]","order,immigration,ban,travel,judge,executive,halt,country,muslim,poll,tweet,marine,iraq,comment,muslimban,nobannowall,trump,refugee,refugeeswelcome,protest,congress,maga,travelban,buildthewall,immigrationban,support_leader,america,support,immigrationban_maga,president,liberal","order,immigration,ban,travel,judge,executive,halt,country,muslim,poll,tweet,marine,iraq,comment,muslimban,nobannowall,trump,refugee,refugeeswelcome,protest,congress","muslimban,muslim,maga,travelban,ban,trump,travel,immigration,country,buildthewall,immigrationban,support_leader,america,support,refugee,immigrationban_maga,president,liberal","{'US Immigration Policy': 'order, immigration, ban, travel, judge, executive, halt, country, muslim, muslimban, travelban, immigrationban, immigrationban_maga, trump, refugee, refugeeswelcome, protest, congress, maga, buildthewall, immigrationban, america, support, president, liberal'}",US Immigration Policy,"{'US Immigration Policy and Controversy': 'order, immigration, ban, travel, judge, executive, halt, country, muslim, poll, tweet, marine, iraq, comment, muslimban, nobannowall, trump, refugee, refugeeswelcome, protest, congress'}",US Immigration Policy and Controversy,"{'US Immigration Policies': 'muslimban, travelban, ban, immigration, immigrationban, immigrationban_maga, refugee', 'Trump Administration': 'trump, maga, buildthewall, support_leader, president', 'Political Ideologies': 'muslim, america, support, liberal, country, travel'}",US Immigration Policies.Trump Administration.Political Ideologies
99,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",112,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[323998361, 1260168942, 717495723466571776, 796183885319127040]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress,president,order,court,security,trumps","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress","trump,ban,president,order,court,people,security,muslim,muslimban,refugee,trumps","{'US Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress, president, order, court, security, trumps'}",US Immigration Policy and Protests,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress'}",US Immigration Policy and Public Response,"{'US Immigration Policy': 'trump, ban, president, order, court, people, security, muslim, muslimban, refugee, trumps'}",US Immigration Policy
100,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",113,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[21457151, 43969372, 520847919]","ban,travel,trump,immigration,trumps,president,order,court,judge,appeal,donald,federal,block,rule,legal,white_house,homeland_security,people,security,muslim,muslimban,refugee","ban,travel,trump,immigration,trumps,president,order,court,judge,appeal,donald,federal,block,rule,legal,white_house,homeland_security","trump,ban,president,order,court,people,security,muslim,muslimban,refugee,trumps","{'US Immigration Policy and Legal Challenges': 'ban, travel, trump, immigration, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house, homeland_security, people, security, muslim, muslimban, refugee'}",US Immigration Policy and Legal Challenges,"{'US Immigration Policy': 'ban, travel, immigration, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house, homeland_security', 'Trump Administration Legal Challenges': 'trump, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house'}",US Immigration Policy.Trump Administration Legal Challenges,"{'US Immigration Policy': 'trump, ban, president, order, court, people, security, muslim, muslimban, refugee, trumps'}",US Immigration Policy
101,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",114,9,"['trump', 'ban', 'president', 'order', 'court', 'people', 'security']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[77043235, 109456108, 2440140210, 2613783553, 2904163055, 3010711135, 3762884535, 728947876836089856, 728947876836089900]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress,president,order,court,security,trumps","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress","trump,ban,president,order,court,people,security,muslim,muslimban,refugee,trumps","{'US Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress, president, order, court, security, trumps'}",US Immigration Policy and Protests,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress'}",US Immigration Policy and Public Response,"{'US Immigration Policy': 'trump, ban, president, order, court, people, security, muslim, muslimban, refugee, trumps'}",US Immigration Policy
102,11,"['muslimban', 'nobannowall', 'trump', 'muslim', 'ban', 'refugee', 'refugeeswelcome', 'protest', 'law', 'people', 'support']",115,2,"['nobannowall', 'muslimban', 'tntweeter', 'uslatino', 'heretostay', 'latism', 'inmigracion', 'notmore', 'immigration', 'refugeeswelcome', 'nomuslimban', 'refugee', 'niunomas', 'timeisnow', 'stand']",12,"['muslimban', 'nobannowall', 'trump', 'refugee', 'muslim', 'ban', 'refugeeswelcome', 'protest', 'congress']",13,"['nobannowall', 'muslimban', 'heretostay', 'nomuslimban', 'refugeeswelcome', 'refugee', 'protest']","[19670226, 613988694, 2805980130]","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress,tntweeter,uslatino,heretostay,latism,inmigracion,notmore,immigration,nomuslimban,niunomas,timeisnow,stand","muslimban,nobannowall,trump,muslim,ban,refugee,refugeeswelcome,protest,law,people,support,congress","nobannowall,muslimban,tntweeter,uslatino,heretostay,latism,inmigracion,notmore,immigration,refugeeswelcome,nomuslimban,refugee,niunomas,timeisnow,stand,protest","{'US Immigration Policy and Protests': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress, tntweeter, uslatino, heretostay, latism, inmigracion, notmore, immigration, nomuslimban, niunomas, timeisnow, stand'}",US Immigration Policy and Protests,"{'US Immigration Policy and Public Response': 'muslimban, nobannowall, trump, muslim, ban, refugee, refugeeswelcome, protest, law, people, support, congress'}",US Immigration Policy and Public Response,"{'Immigration and Refugee Advocacy': ['nobannowall', 'muslimban', 'uslatino', 'heretostay', 'latism', 'inmigracion', 'immigration', 'refugeeswelcome', 'nomuslimban', 'refugee', 'niunomas', 'timeisnow', 'stand', 'protest'], 'Social Media Activism': ['tntweeter', 'notmore']}",Immigration and Refugee Advocacy.Social Media Activism
103,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",258,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",6,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'federal', 'block', 'rule', 'white_house', 'halt', 'justice_department']","[23588075, 144569635, 821957852]","ban,travel,trump,immigration,trumps,president,order,court,judge,appeal,donald,federal,block,rule,legal,white_house,homeland_security,halt,justice_department","ban,travel,trump,immigration,trumps,president,order,court,judge,appeal,donald,federal,block,rule,legal,white_house,homeland_security","ban,travel,trump,immigration,trumps,order,court,judge,president,appeal,donald,federal,block,rule,white_house,halt,justice_department","{'US Immigration Policy and Legal Challenges': 'ban, travel, trump, immigration, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house, homeland_security, halt, justice_department'}",US Immigration Policy and Legal Challenges,"{'US Immigration Policy': 'ban, travel, immigration, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house, homeland_security', 'Trump Administration Legal Challenges': 'trump, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house'}",US Immigration Policy.Trump Administration Legal Challenges,"{'US Immigration Policy and Legal Challenges': 'ban, travel, trump, immigration, trumps, order, court, judge, president, appeal, donald, federal, block, rule, white_house, halt, justice_department'}",US Immigration Policy and Legal Challenges
104,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",116,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[831651150, 2174509045, 720964252761063424, 757965470460882945, 771674431252934657, 772018715131076608, 774837253248024576, 824006152585379800, 824006152585379840]","ban,travel,trump,immigration,trumps,president,order,court,judge,appeal,donald,federal,block,rule,legal,white_house,homeland_security,muslim,muslimban,refugee","ban,travel,trump,immigration,trumps,president,order,court,judge,appeal,donald,federal,block,rule,legal,white_house,homeland_security","ban,travel,trump,immigration,trumps,order,court,judge,president,appeal,donald,federal,muslim,muslimban,refugee","{'US Immigration Policy': 'ban, travel, trump, immigration, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house, homeland_security, muslim, muslimban, refugee'}",US Immigration Policy,"{'US Immigration Policy': 'ban, travel, immigration, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house, homeland_security', 'Trump Administration Legal Challenges': 'trump, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house'}",US Immigration Policy.Trump Administration Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, immigration, trumps, order, court, judge, president, appeal, donald, federal, muslim, muslimban, refugee'}",US Immigration Policy
105,9,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'president', 'order', 'court', 'judge', 'appeal', 'donald', 'federal', 'block', 'rule', 'legal']",118,14,"['ban', 'travel', 'trump', 'immigration', 'trumps', 'order', 'court', 'judge', 'president', 'appeal', 'donald', 'federal']",10,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'judge', 'order', 'president', 'court', 'donald', 'appeal', 'white_house', 'homeland_security', 'federal']",4,"['ban', 'trump', 'muslim', 'muslimban', 'refugee', 'trumps', 'order']","[604251115, 634330366, 766390728511586304]","ban,travel,trump,immigration,trumps,president,order,court,judge,appeal,donald,federal,block,rule,legal,white_house,homeland_security,muslim,muslimban,refugee","ban,travel,trump,immigration,trumps,president,order,court,judge,appeal,donald,federal,block,rule,legal,white_house,homeland_security","ban,travel,trump,immigration,trumps,order,court,judge,president,appeal,donald,federal,muslim,muslimban,refugee","{'US Immigration Policy and Legal Challenges': 'ban, travel, trump, immigration, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house, homeland_security, muslim, muslimban, refugee'}",US Immigration Policy and Legal Challenges,"{'US Immigration Policy': 'ban, travel, immigration, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house, homeland_security', 'Trump Administration Legal Challenges': 'trump, trumps, president, order, court, judge, appeal, donald, federal, block, rule, legal, white_house'}",US Immigration Policy.Trump Administration Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, immigration, trumps, order, court, judge, president, appeal, donald, federal, muslim, muslimban, refugee'}",US Immigration Policy
