absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members,all_keywords,absolute_keywords,weighted_keywords,general_theme_gpt,general_theme_names,absolute_theme_gpt,absolute_theme_names,weighted_theme_gpt,weighted_theme_names
27,3,"['muslimban', 'muslim', 'ban', 'travelban', 'maga', 'trump', 'country', 'travel', 'judge', 'offend', 'leave', 'obama', 'america']",22,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",10,"['muslimban', 'ban', 'muslim', 'offend_sink', 'travel', 'long_conservative', 'country']",0,"['travelban', 'refugeeswelcome', 'maga', 'trump', 'ban', 'refugee', 'noban', 'tcot', 'muslimban', 'islam', 'stopislamofobia', 'judge', 'muslim', 'humanright_fight']","[608471241, 2984330300, 775199416470818817]","muslimban,muslim,ban,travelban,maga,trump,country,travel,judge,offend,leave,obama,america,offend_sink,long_conservative,order,revise,hawaii,president,trumps,block,refugeeswelcome,refugee,noban,tcot,islam,stopislamofobia,humanright_fight","muslimban,muslim,ban,travelban,maga,trump,country,travel,judge,offend,leave,obama,america,offend_sink,long_conservative","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,travelban,refugeeswelcome,maga,refugee,noban,tcot,muslimban,islam,stopislamofobia,muslim,humanright_fight","{'US Travel Ban Controversy': ['muslimban', 'muslim', 'ban', 'travelban', 'maga', 'trump', 'country', 'travel', 'judge', 'offend', 'leave', 'obama', 'america', 'offend_sink', 'long_conservative', 'order', 'revise', 'hawaii', 'president', 'trumps', 'block', 'refugeeswelcome', 'refugee', 'noban', 'tcot', 'islam', 'stopislamofobia', 'humanright_fight']}",US Travel Ban Controversy,"{'US Travel Ban Controversy': ['muslimban', 'muslim', 'ban', 'travelban', 'maga', 'trump', 'country', 'travel', 'judge', 'offend', 'leave', 'obama', 'america', 'offend_sink', 'long_conservative']}",US Travel Ban Controversy,"{'US Travel Ban Controversy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, travelban, refugeeswelcome, maga, refugee, noban, tcot, muslimban, islam, stopislamofobia, muslim, humanright_fight'}",US Travel Ban Controversy
28,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",23,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[68714859, 301692966, 1626294277, 2555055486]","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive,muslim","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,executive_order,federal_judge,muslim,immigration","{'Travel Ban Controversy': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive, muslim'}",Travel Ban Controversy,"{'Travel Ban and Legal Challenges': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive'}",Travel Ban and Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, executive_order, federal_judge, muslim, immigration'}",US Immigration Policy
29,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",24,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",9,"['ban', 'travel', 'trump', 'muslim']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[156370763, 368288476, 3045306697]","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,muslim,executive_order,federal_judge","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,muslim","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,executive_order,federal_judge,muslim,immigration","{'Travel Ban Legal Challenges': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, muslim, executive_order, federal_judge'}",Travel Ban Legal Challenges,"{'US Immigration Policy Controversy': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, muslim'}",US Immigration Policy Controversy,"{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, executive_order, federal_judge, muslim, immigration'}",US Immigration Policy
30,11,"['nobannowall', 'muslimban', 'nomuslimban', 'immigrants', 'leftist', 'muslim', 'litigation', 'purge', 'immigration', 'heretostay']",25,3,"['muslimban', 'nobannowall', 'live', 'true']",7,"['muslimban', 'trump', 'radio_live', 'resist', 'stock_money', 'theresistance', 'trumprussia']",9,"['muslimban', 'nobannowall', 'immigration', 'tntweeter_uslatino']","[23113271, 26642006, 542367047, 2409763922]","nobannowall,muslimban,nomuslimban,immigrants,leftist,muslim,litigation,purge,immigration,heretostay,trump,radio_live,resist,stock_money,theresistance,trumprussia,live,true,tntweeter_uslatino","nobannowall,muslimban,nomuslimban,immigrants,leftist,muslim,litigation,purge,immigration,heretostay,trump,radio_live,resist,stock_money,theresistance,trumprussia","muslimban,nobannowall,live,true,immigration,tntweeter_uslatino","{'Immigration and Resistance': 'nobannowall, muslimban, nomuslimban, immigrants, muslim, immigration, heretostay, resist, theresistance', 'Political Opposition to Trump': 'leftist, trump, trumprussia, resist, theresistance', 'Legal and Political Actions': 'litigation, purge, resist', 'Media and Communication': 'radio_live, live, tntweeter_uslatino', 'Economic and Financial': 'stock_money'}",Immigration and Resistance.Political Opposition to Trump.Legal and Political Actions.Media and Communication.Economic and Financial,"{'Immigration and Resistance': 'nobannowall, muslimban, nomuslimban, immigrants, muslim, immigration, heretostay, resist, theresistance', 'Political Opposition and Legal Challenges': 'leftist, litigation, purge, trump, trumprussia', 'Media and Economic Concerns': 'radio_live, stock_money'}",Immigration and Resistance.Political Opposition and Legal Challenges.Media and Economic Concerns,"{'Immigration and Travel Ban': 'muslimban, nobannowall, immigration', 'Social Media and Activism': 'live, tntweeter_uslatino', 'Truth and Authenticity': 'true'}",Immigration and Travel Ban.Social Media and Activism.Truth and Authenticity
31,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",26,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[1664919534, 2767680652, 3314524607]","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive,muslim","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,executive_order,federal_judge,muslim,immigration","{'Travel Ban Controversy': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive, muslim'}",Travel Ban Controversy,"{'Travel Ban and Legal Challenges': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive'}",Travel Ban and Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, executive_order, federal_judge, muslim, immigration'}",US Immigration Policy
32,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",27,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[16272615, 62590731, 65698096]","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive,muslim","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,executive_order,federal_judge,muslim,immigration","{'Travel Ban Controversy': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive, muslim'}",Travel Ban Controversy,"{'Travel Ban and Legal Challenges': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive'}",Travel Ban and Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, executive_order, federal_judge, muslim, immigration'}",US Immigration Policy
33,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",28,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[82616432, 308464109, 1268281370, 3318159007, 4865796322]","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive,muslim","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,executive_order,federal_judge,muslim,immigration","{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive, muslim'}",US Immigration Policy,"{'Travel Ban and Legal Challenges': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive'}",Travel Ban and Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, executive_order, federal_judge, muslim, immigration'}",US Immigration Policy
34,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",29,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[14186393, 23153001, 64916983, 186755547, 3157736703]","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive,muslim","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,executive_order,federal_judge,muslim,immigration","{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive, muslim'}",US Immigration Policy,"{'Travel Ban and Legal Challenges': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive'}",Travel Ban and Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, executive_order, federal_judge, muslim, immigration'}",US Immigration Policy
36,11,"['nobannowall', 'muslimban', 'nomuslimban', 'immigrants', 'leftist', 'muslim', 'litigation', 'purge', 'immigration', 'heretostay']",31,4,"['travelban', 'refugee', 'immigration', 'refugeeswelcome', 'immigrant', 'muslimban', 'nobannowallnoraid', 'great', 'resisttrump', 'mondaymotivation', 'nobannowall', 'woman', 'resist']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",3,"['fight_terrorism', 'action_extremist', 'create_terrorist', 'travelban_blame', 'extremist', 'create', 'action', 'terrorism', 'terrorist', 'travelban', 'refugee_entire', 'religion', 'entire_religion', 'fight', 'entire', 'refugee', 'remind_ronald', 'reagan_bring', 'communist_cold', 'blame_refugee', 'travelban_blame_refugee_entire']","[321774180, 326208666, 345134536, 931346941, 3195553725, 3576933737, 768947079192412160]","nobannowall,muslimban,nomuslimban,immigrants,leftist,muslim,litigation,purge,immigration,heretostay,ban,travel,trump,executive_order,order,revise,judge,federal_judge,trumps,president,hawaii,block,executive,travelban,refugee,refugeeswelcome,immigrant,nobannowallnoraid,great,resisttrump,mondaymotivation,woman,resist,fight_terrorism,action_extremist,create_terrorist,travelban_blame,extremist,create,action,terrorism,terrorist,refugee_entire,religion,entire_religion,fight,entire,remind_ronald,reagan_bring,communist_cold,blame_refugee,travelban_blame_refugee_entire","nobannowall,muslimban,nomuslimban,immigrants,leftist,muslim,litigation,purge,immigration,heretostay,ban,travel,trump,executive_order,order,revise,judge,federal_judge,trumps,president,hawaii,block,executive","travelban,refugee,immigration,refugeeswelcome,immigrant,muslimban,nobannowallnoraid,great,resisttrump,mondaymotivation,nobannowall,woman,resist,fight_terrorism,action_extremist,create_terrorist,travelban_blame,extremist,create,action,terrorism,terrorist,refugee_entire,religion,entire_religion,fight,entire,remind_ronald,reagan_bring,communist_cold,blame_refugee,travelban_blame_refugee_entire","{'Immigration Policy and Legal Challenges': 'nobannowall, muslimban, nomuslimban, immigrants, muslim, litigation, immigration, heretostay, ban, travel, trump, executive_order, order, revise, judge, federal_judge, trumps, president, hawaii, block, executive, travelban, refugee, refugeeswelcome, immigrant, nobannowallnoraid, resisttrump, resist, mondaymotivation, woman, great', 'Counterterrorism and Security Concerns': 'fight_terrorism, action_extremist, create_terrorist, travelban_blame, extremist, create, action, terrorism, terrorist', 'Religious and Political Tensions': 'refugee_entire, religion, entire_religion, fight, entire, remind_ronald, reagan_bring, communist_cold, blame_refugee, travelban_blame_refugee_entire'}",Immigration Policy and Legal Challenges.Counterterrorism and Security Concerns.Religious and Political Tensions,"{'Theme: Immigration and Legal Challenges': 'nobannowall, muslimban, nomuslimban, immigrants, muslim, litigation, immigration, heretostay, ban, travel, trump, executive_order, order, revise, judge, federal_judge, trumps, president, hawaii, block, executive'}",Theme: Immigration and Legal Challenges,"{'Immigration and Refugee Policies': 'travelban, refugee, immigration, refugeeswelcome, immigrant, muslimban, nobannowallnoraid, nobannowall', 'Political Resistance': 'resisttrump, resist, mondaymotivation, great, woman', 'Terrorism and Extremism': 'fight_terrorism, action_extremist, create_terrorist, extremist, create, action, terrorism, terrorist', 'Travel Ban Criticism': 'travelban_blame, blame_refugee, travelban_blame_refugee_entire', 'Religious and Political Context': 'religion, entire_religion, entire, remind_ronald, reagan_bring, communist_cold'}",Immigration and Refugee Policies.Political Resistance.Terrorism and Extremism.Travel Ban Criticism.Religious and Political Context
37,9,"['trumptrain', 'true']",32,3,"['muslimban', 'nobannowall', 'live', 'true']",7,"['muslimban', 'trump', 'radio_live', 'resist', 'stock_money', 'theresistance', 'trumprussia']",6,"['radio_live', 'stock_money', 'blackoutday']","[35300390, 130603246, 171808199, 379463455, 385111201, 500277566, 537890847, 574887275, 1010209111, 3744898573, 4538687428, 711649894402928600, 714472739407532032, 715245592058978305, 715650656753688576, 716775488161710080, 724671839990067200, 728706495387422721, 732241200426557440, 733318875735973888, 738425324422107136, 740774691409924097, 748985476984369153, 750434863845478400, 752256988176871425, 759054028147859457, 766544893036507138, 776542522642268160, 788124385433546752, 789535816821379072, 793086509821734913, 794786565583212544, 819707795574497280, 823654220389826561, 838183916695609344]","trumptrain,true,muslimban,trump,radio_live,resist,stock_money,theresistance,trumprussia,nobannowall,live,blackoutday","trumptrain,true,muslimban,trump,radio_live,resist,stock_money,theresistance,trumprussia","muslimban,nobannowall,live,true,radio_live,stock_money,blackoutday","{'Political Resistance and Activism': ['resist', 'theresistance', 'nobannowall', 'blackoutday'], 'Trump Administration and Policies': ['trumptrain', 'trump', 'muslimban', 'trumprussia'], 'Media and Broadcasting': ['radio_live', 'live'], 'Finance and Economy': ['stock_money'], 'Truth and Authenticity': ['true']}",Political Resistance and Activism.Trump Administration and Policies.Media and Broadcasting.Finance and Economy.Truth and Authenticity,"{'Political Movements and Resistance': ['resist', 'theresistance'], 'Donald Trump and Related Policies': ['trumptrain', 'trump', 'muslimban', 'trumprussia'], 'Media and Communication': ['radio_live'], 'Finance and Economy': ['stock_money']}",Political Movements and Resistance.Donald Trump and Related Policies.Media and Communication.Finance and Economy,"{'Political and Social Activism': 'muslimban, nobannowall, blackoutday', 'Media and Broadcasting': 'live, true, radio_live', 'Finance and Economy': 'stock_money'}",Political and Social Activism.Media and Broadcasting.Finance and Economy
38,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",90,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[16302354, 18532867, 540459476, 960768704, 2283571788]","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive,muslim","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,executive_order,federal_judge,muslim,immigration","{'Travel Ban Controversy': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive, muslim'}",Travel Ban Controversy,"{'Travel Ban and Legal Challenges': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive'}",Travel Ban and Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, executive_order, federal_judge, muslim, immigration'}",US Immigration Policy
40,6,"['ban', 'muslim', 'muslimban', 'trump', 'court', 'aclu']",34,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",5,"['muslim', 'ban', 'muslimban', 'aclu_comment']",0,"['travelban', 'refugeeswelcome', 'maga', 'trump', 'ban', 'refugee', 'noban', 'tcot', 'muslimban', 'islam', 'stopislamofobia', 'judge', 'muslim', 'humanright_fight']","[90989948, 2613982245, 752325773390938100, 752325773390938112, 832991683876892672, 832991683876892700]","ban,muslim,muslimban,trump,court,aclu,aclu_comment,travel,order,judge,revise,hawaii,president,trumps,block,travelban,refugeeswelcome,maga,refugee,noban,tcot,islam,stopislamofobia,humanright_fight","ban,muslim,muslimban,trump,court,aclu,aclu_comment","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,travelban,refugeeswelcome,maga,refugee,noban,tcot,muslimban,islam,stopislamofobia,muslim,humanright_fight","{'Travel Ban Controversy': 'ban, muslim, muslimban, trump, court, aclu, aclu_comment, travel, order, judge, revise, hawaii, president, trumps, block, travelban, refugeeswelcome, maga, refugee, noban, tcot, islam, stopislamofobia, humanright_fight'}",Travel Ban Controversy,"{'Travel Ban Controversy': 'ban, muslim, muslimban, trump, court, aclu, aclu_comment'}",Travel Ban Controversy,"{'US Travel Ban Controversy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, travelban, refugeeswelcome, maga, refugee, noban, tcot, muslimban, islam, stopislamofobia, muslim, humanright_fight'}",US Travel Ban Controversy
41,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",35,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[2197106143, 2347049341, 2918947319, 4099926287]","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive,muslim","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,executive_order,federal_judge,muslim,immigration","{'Travel Ban Controversy': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive, muslim'}",Travel Ban Controversy,"{'Travel Ban and Legal Challenges': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive'}",Travel Ban and Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, executive_order, federal_judge, muslim, immigration'}",US Immigration Policy
42,4,"['ban', 'trump', 'muslimban', 'travel', 'muslim', 'trumps', 'country', 'lose', 'total', 'judge']",36,3,"['muslimban', 'nobannowall', 'live', 'true']",9,"['ban', 'travel', 'trump', 'muslim']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[814322577497726976, 814322577497727000, 826201524074278913]","ban,trump,muslimban,travel,muslim,trumps,country,lose,total,judge,nobannowall,live,true,executive_order,order,revise,federal_judge,hawaii,president,block,immigration","ban,trump,muslimban,travel,muslim,trumps,country,lose,total,judge","muslimban,nobannowall,live,true,ban,travel,trump,executive_order,order,judge,revise,federal_judge,hawaii,president,trumps,muslim,block,immigration","{'Travel Ban Controversy': 'ban, trump, muslimban, travel, muslim, trumps, country, executive_order, order, revise, federal_judge, hawaii, president, block, immigration, judge, nobannowall'}",Travel Ban Controversy,"{'US Travel Ban Controversy': 'ban, trump, muslimban, travel, muslim, trumps, country, judge'}",US Travel Ban Controversy,"{'US Immigration Policy Controversy': 'muslimban, nobannowall, ban, travel, trump, executive_order, order, judge, revise, federal_judge, hawaii, president, trumps, muslim, block, immigration'}",US Immigration Policy Controversy
43,8,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'trumps', 'block', 'president', 'immigration']",37,1,"['ban', 'travel', 'trump', 'order', 'judge', 'revise', 'hawaii', 'president', 'trumps', 'block']",4,"['ban', 'travel', 'trump', 'executive_order', 'order', 'revise', 'judge', 'federal_judge', 'trumps', 'president', 'hawaii', 'block', 'executive']",12,"['ban', 'travel', 'trump', 'executive_order', 'order', 'judge', 'revise', 'federal_judge', 'hawaii', 'president', 'trumps', 'muslim', 'block', 'immigration']","[8535242, 22657082, 89985399, 420053339, 905100619, 2163076560, 2720800274, 4182801496, 822408697213239296, 825830874180640769]","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive,muslim","ban,travel,trump,order,judge,revise,hawaii,trumps,block,president,immigration,executive_order,federal_judge,executive","ban,travel,trump,order,judge,revise,hawaii,president,trumps,block,executive_order,federal_judge,muslim,immigration","{'US Travel Ban Controversy': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive, muslim'}",US Travel Ban Controversy,"{'Travel Ban and Legal Challenges': 'ban, travel, trump, order, judge, revise, hawaii, trumps, block, president, immigration, executive_order, federal_judge, executive'}",Travel Ban and Legal Challenges,"{'US Immigration Policy': 'ban, travel, trump, order, judge, revise, hawaii, president, trumps, block, executive_order, federal_judge, muslim, immigration'}",US Immigration Policy
45,7,"['refugeeswelcome', 'refugee', 'immigration', 'stopislamofobia', 'travelban', 'migrantenkriminalitat', 'immigrant', 'fightfear', 'prouracisme']",39,6,"['refugeeswelcome', 'stopislamofobia', 'migrantenkriminalitat', 'prouracisme', 'feixismemaime', 'lluita', 'contra', 'internacional', 'racisme', 'jornada']",11,"['refugeeswelcome', 'travelban', 'maga', 'muslimban', 'tcot', 'pvv', 'islam', 'stopislamofobia', 'bordersclose']",14,"['migrantenkriminalitat', 'stoprefugee_stopislam', 'afd', 'refugeeswelcome_fdp', 'und', 'migrantenkriminalitat_genugfueralle', 'stoprefugee', 'spd_migrantenkriminalitat', 'schauhin', 'spd', 'fluchtlingskriminalitat']","[2746361571, 2883994199, 4888083347, 805855366546329601]","refugeeswelcome,refugee,immigration,stopislamofobia,travelban,migrantenkriminalitat,immigrant,fightfear,prouracisme,maga,muslimban,tcot,pvv,islam,bordersclose,feixismemaime,lluita,contra,internacional,racisme,jornada,stoprefugee_stopislam,afd,refugeeswelcome_fdp,und,migrantenkriminalitat_genugfueralle,stoprefugee,spd_migrantenkriminalitat,schauhin,spd,fluchtlingskriminalitat","refugeeswelcome,refugee,immigration,stopislamofobia,travelban,migrantenkriminalitat,immigrant,fightfear,prouracisme,maga,muslimban,tcot,pvv,islam,bordersclose","refugeeswelcome,stopislamofobia,migrantenkriminalitat,prouracisme,feixismemaime,lluita,contra,internacional,racisme,jornada,stoprefugee_stopislam,afd,refugeeswelcome_fdp,und,migrantenkriminalitat_genugfueralle,stoprefugee,spd_migrantenkriminalitat,schauhin,spd,fluchtlingskriminalitat","{'Immigration and Refugee Issues': 'refugeeswelcome, refugee, immigration, immigrant, stoprefugee, stoprefugee_stopislam, refugeeswelcome_fdp, fluchtlingskriminalitat, migrantenkriminalitat, migrantenkriminalitat_genugfueralle, spd_migrantenkriminalitat', 'Anti-Islamophobia and Racism': 'stopislamofobia, fightfear, prouracisme, stoprefugee_stopislam, schauhin, lluita, contra, internacional, racisme, jornada, feixismemaime', 'Travel and Border Policies': 'travelban, muslimban, bordersclose', 'Political Movements and Parties': 'maga, tcot, pvv, afd, spd, und'}",Immigration and Refugee Issues.Anti-Islamophobia and Racism.Travel and Border Policies.Political Movements and Parties,"{'Immigration and Refugee Issues': 'refugeeswelcome, refugee, immigration, immigrant', 'Anti-Islam Sentiment and Policies': 'stopislamofobia, travelban, muslimban, islam, bordersclose', 'Political and Social Movements': 'fightfear, prouracisme, maga, tcot, pvv', 'Crime and Migration': 'migrantenkriminalitat'}",Immigration and Refugee Issues.Anti-Islam Sentiment and Policies.Political and Social Movements.Crime and Migration,"{'Anti-Racism and Refugee Support': 'refugeeswelcome, stopislamofobia, prouracisme, feixismemaime, lluita, contra, internacional, racisme, jornada, stoprefugee_stopislam, schauhin', 'Political Parties and Immigration': 'afd, refugeeswelcome_fdp, und, migrantenkriminalitat_genugfueralle, stoprefugee, spd_migrantenkriminalitat, spd, fluchtlingskriminalitat'}",Anti-Racism and Refugee Support.Political Parties and Immigration
