absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members,all_keywords,absolute_keywords,weighted_keywords,general_theme_gpt,general_theme_names,absolute_theme_gpt,absolute_theme_names,weighted_theme_gpt,weighted_theme_names
40,11,"['muslimban', 'maga', 'trump', 'refugee', 'worth']",30,5,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'support', 'respect']",8,"['studentban', 'muslimban', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'notbanstudentvisa_studentban', 'nobannowall', 'studentban_plz', 'letthemin_respect', 'beautiful_mind', 'studentban_notbanstudentvisa', 'maga', 'support', 'notaterrorist_studentban', 'plz']",4,"['muslimban', 'racist', 'standuptotrump', 'london', 'value']","[2744552070, 3266563146, 4355797094, 727161588457857024, 758009417111576577, 804155175145533440]","muslimban,maga,trump,refugee,worth,studentban,notbanstudentvisa,worth_worldwide,iranian_student,notbanstudentvisa_studentban,nobannowall,studentban_plz,letthemin_respect,beautiful_mind,studentban_notbanstudentvisa,support,notaterrorist_studentban,plz,respect,racist,standuptotrump,london,value","muslimban,maga,trump,refugee,worth,studentban,notbanstudentvisa,worth_worldwide,iranian_student,notbanstudentvisa_studentban,nobannowall,studentban_plz,letthemin_respect,beautiful_mind,studentban_notbanstudentvisa,support,notaterrorist_studentban,plz","muslimban,nobannowall,studentban,notbanstudentvisa,support,respect,racist,standuptotrump,london,value","{'US Immigration Policies': 'muslimban, studentban, notbanstudentvisa, studentban_plz, notbanstudentvisa_studentban, studentban_notbanstudentvisa, notaterrorist_studentban', 'Political Movements and Reactions': 'maga, trump, nobannowall, standuptotrump', 'Human Rights and Advocacy': 'refugee, letthemin_respect, support, respect, racist, value, worth, worth_worldwide, beautiful_mind', 'International Impact': 'iranian_student, london'}",US Immigration Policies.Political Movements and Reactions.Human Rights and Advocacy.International Impact,"{'US Immigration Policies and Controversies': 'muslimban, maga, trump, refugee, studentban, notbanstudentvisa, iranian_student, nobannowall, letthemin_respect, studentban_notbanstudentvisa, notaterrorist_studentban', 'Social Media Campaigns and Public Sentiment': 'worth, worth_worldwide, beautiful_mind, support, plz'}",US Immigration Policies and Controversies.Social Media Campaigns and Public Sentiment,"{'Protest Against Immigration Policies': 'muslimban, nobannowall, studentban, notbanstudentvisa, standuptotrump', 'Advocacy for Inclusivity and Respect': 'support, respect, racist, value', 'Location of Activism': 'london'}",Protest Against Immigration Policies.Advocacy for Inclusivity and Respect.Location of Activism
41,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",31,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[16935292, 546289246, 1382627982, 1549532077, 2891411482, 2891477268]","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,muslimban,nobannowall,executive_order,people,refugee,student,iranian,america,seek,heartland,refuge,country","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,muslimban,nobannowall,executive_order,people,refugee,student,iranian","ban,trump,muslim,travel,trumps,immigration,order,president,america,seek,heartland,refuge,country,protest,refugee,executive_order","{'US Immigration Policy': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, muslimban, nobannowall, executive_order, people, refugee, student, iranian, america, seek, heartland, refuge, country'}",US Immigration Policy,"{'US Immigration Policy and Protests': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, muslimban, nobannowall, executive_order, people, refugee, student, iranian'}",US Immigration Policy and Protests,"{'US Immigration Policy': 'ban, trump, muslim, travel, trumps, immigration, order, president, america, executive_order', 'Public Reaction to Immigration Policies': 'seek, heartland, refuge, country, protest, refugee'}",US Immigration Policy.Public Reaction to Immigration Policies
42,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",106,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",1,"['muslim', 'america_heartland', 'america', 'muslimban', 'heartland', 'refuge', 'seek_refuge', 'seek_refuge_america_heartland', 'trump', 'maga', 'start_help', 'heartland_kill', 'refugee', 'migrant_europe', 'ohio']","[115050842, 2271663888, 2347762888]","muslimban,nobannowall,studentban,notbanstudentvisa,student,muslim,people,iranian,letthemin,trump,ban,executive_order,protest,refugee,travel,trumps,immigration,order,president,america,seek,heartland,refuge,country,america_heartland,seek_refuge,seek_refuge_america_heartland,maga,start_help,heartland_kill,migrant_europe,ohio","muslimban,nobannowall,studentban,notbanstudentvisa,student,muslim,people,iranian,letthemin,trump,ban,executive_order,protest,refugee","ban,trump,muslim,travel,trumps,immigration,order,president,america,seek,heartland,refuge,country,protest,refugee,america_heartland,muslimban,seek_refuge,seek_refuge_america_heartland,maga,start_help,heartland_kill,migrant_europe,ohio","{'US Immigration Policies': ['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'iranian', 'trump', 'ban', 'executive_order', 'protest', 'refugee', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'refuge', 'country', 'america_heartland', 'seek_refuge', 'seek_refuge_america_heartland', 'maga', 'start_help', 'heartland_kill', 'migrant_europe', 'ohio']}",US Immigration Policies,"{'Travel and Immigration Restrictions': 'muslimban, nobannowall, studentban, notbanstudentvisa, student, muslim, people, iranian, letthemin, trump, ban, executive_order, protest, refugee'}",Travel and Immigration Restrictions,"{'US Immigration Policy': ['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'muslimban', 'maga'], 'Protests and Refugee Support': ['seek', 'heartland', 'refuge', 'country', 'protest', 'refugee', 'america_heartland', 'seek_refuge', 'seek_refuge_america_heartland', 'start_help', 'heartland_kill'], 'Migration Issues in Europe': ['migrant_europe'], 'US State Reference': ['ohio']}",US Immigration Policy.Protests and Refugee Support.Migration Issues in Europe.US State Reference
43,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",34,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[18956073, 2178494170, 777784879832526848, 810975726090457088, 813877904933199873]","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,donald,fire,executive_order,america,seek,heartland,refuge,country,refugee","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,donald,fire,executive_order","ban,trump,muslim,travel,trumps,immigration,order,president,america,seek,heartland,refuge,country,protest,refugee,executive_order","{'US Immigration Policy and Controversy': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, donald, fire, executive_order, america, seek, heartland, refuge, country, refugee'}",US Immigration Policy and Controversy,"{'US Immigration Policy and Controversy': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, donald, executive_order', 'Public Reaction to Government Actions': 'protest, defend, fire'}",US Immigration Policy and Controversy.Public Reaction to Government Actions,"{'US Immigration Policy': 'ban, trump, muslim, travel, trumps, immigration, order, president, america, executive_order', 'Public Reaction to Immigration Policies': 'seek, heartland, refuge, country, protest, refugee'}",US Immigration Policy.Public Reaction to Immigration Policies
44,11,"['muslimban', 'maga', 'trump', 'refugee', 'worth']",35,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",1,"['muslim', 'america_heartland', 'america', 'muslimban', 'heartland', 'refuge', 'seek_refuge', 'seek_refuge_america_heartland', 'trump', 'maga', 'start_help', 'heartland_kill', 'refugee', 'migrant_europe', 'ohio']","[78686211, 4261318354, 817354613619707904]","muslimban,maga,trump,refugee,worth,nobannowall,muslim,ban,executive_order,protest,people,student,iranian,theresistance,nomuslimban,vote,session,america_heartland,america,heartland,refuge,seek_refuge,seek_refuge_america_heartland,start_help,heartland_kill,migrant_europe,ohio","muslimban,maga,trump,refugee,worth,nobannowall,muslim,ban,executive_order,protest,people,student,iranian","muslimban,trump,theresistance,nobannowall,nomuslimban,muslim,vote,session,america_heartland,america,heartland,refuge,seek_refuge,seek_refuge_america_heartland,maga,start_help,heartland_kill,refugee,migrant_europe,ohio","{'US Immigration Policy and Protests': 'muslimban, maga, trump, refugee, nobannowall, muslim, ban, executive_order, protest, nomuslimban, theresistance, vote', 'Impact on Individuals and Communities': 'people, student, iranian, america_heartland, america, heartland, refuge, seek_refuge, seek_refuge_america_heartland, start_help, heartland_kill, migrant_europe, ohio'}",US Immigration Policy and Protests.Impact on Individuals and Communities,"{'US Immigration Policy and Protests': 'muslimban, maga, trump, refugee, nobannowall, muslim, ban, executive_order, protest, iranian', 'Social and Political Impact': 'worth, people, student'}",US Immigration Policy and Protests.Social and Political Impact,"{'Political Resistance and Immigration Policies': ['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session', 'refuge', 'seek_refuge', 'refugee', 'migrant_europe', 'maga'], 'American Heartland and Refuge': ['america_heartland', 'america', 'heartland', 'seek_refuge_america_heartland', 'start_help', 'heartland_kill', 'ohio']}",Political Resistance and Immigration Policies.American Heartland and Refuge
45,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",36,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[580312540, 2997809143, 772316186507812864]","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,donald,fire,executive_order,muslimban,theresistance,nobannowall,nomuslimban,vote,session,seek,country","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,donald,fire,executive_order","muslimban,trump,theresistance,nobannowall,nomuslimban,muslim,vote,session,ban,immigration,trumps,travel,order,executive_order,seek,protest,country","{'US Immigration Policy': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, donald, fire, executive_order, muslimban, theresistance, nobannowall, nomuslimban, vote, session, seek, country'}",US Immigration Policy,"{'US Immigration Policy and Controversy': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, donald, executive_order', 'Public Reaction to Government Actions': 'protest, defend, fire'}",US Immigration Policy and Controversy.Public Reaction to Government Actions,"{'US Immigration Policy Protests': 'muslimban, trump, theresistance, nobannowall, nomuslimban, muslim, vote, session, ban, immigration, trumps, travel, order, executive_order, seek, protest, country'}",US Immigration Policy Protests
46,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",37,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",4,"['muslimban', 'racist', 'standuptotrump', 'london', 'value']","[402690551, 4146661151, 4209814889, 749400964000612352, 749534144246480896, 789458841360535552, 789672101036822528]","muslimban,nobannowall,studentban,notbanstudentvisa,student,muslim,people,iranian,letthemin,trump,ban,executive_order,protest,refugee,theresistance,nomuslimban,vote,session,racist,standuptotrump,london,value","muslimban,nobannowall,studentban,notbanstudentvisa,student,muslim,people,iranian,letthemin,trump,ban,executive_order,protest,refugee","muslimban,trump,theresistance,nobannowall,nomuslimban,muslim,vote,session,racist,standuptotrump,london,value","{'Travel and Immigration Restrictions': ['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'ban', 'executive_order', 'nomuslimban'], 'Political and Social Activism': ['protest', 'theresistance', 'standuptotrump', 'vote', 'racist', 'letthemin'], 'Affected Groups and Individuals': ['student', 'muslim', 'people', 'iranian', 'refugee'], 'Political Figures and Locations': ['trump', 'session', 'london'], 'Values and Ideals': ['value']}",Travel and Immigration Restrictions.Political and Social Activism.Affected Groups and Individuals.Political Figures and Locations.Values and Ideals,"{'Travel and Immigration Restrictions': 'muslimban, nobannowall, studentban, notbanstudentvisa, student, muslim, people, iranian, letthemin, trump, ban, executive_order, protest, refugee'}",Travel and Immigration Restrictions,"{'Political Protest Against Immigration Policies': ['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'racist', 'standuptotrump'], 'Political Engagement and Voting': ['vote', 'session'], 'International Reaction to US Policies': ['london', 'value']}",Political Protest Against Immigration Policies.Political Engagement and Voting.International Reaction to US Policies
47,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",38,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",1,"['muslim', 'america_heartland', 'america', 'muslimban', 'heartland', 'refuge', 'seek_refuge', 'seek_refuge_america_heartland', 'trump', 'maga', 'start_help', 'heartland_kill', 'refugee', 'migrant_europe', 'ohio']","[39689218, 121191757, 2167042661, 2554692524]","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,muslimban,nobannowall,executive_order,people,refugee,student,iranian,america,seek,heartland,refuge,country,america_heartland,seek_refuge,seek_refuge_america_heartland,maga,start_help,heartland_kill,migrant_europe,ohio","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,muslimban,nobannowall,executive_order,people,refugee,student,iranian","ban,trump,muslim,travel,trumps,immigration,order,president,america,seek,heartland,refuge,country,protest,refugee,america_heartland,muslimban,seek_refuge,seek_refuge_america_heartland,maga,start_help,heartland_kill,migrant_europe,ohio","{'US Immigration Policy': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, muslimban, nobannowall, executive_order, people, refugee, student, iranian, america, seek, heartland, refuge, country, america_heartland, seek_refuge, seek_refuge_america_heartland, maga, start_help, heartland_kill, migrant_europe, ohio'}",US Immigration Policy,"{'US Immigration Policy and Protests': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, muslimban, nobannowall, executive_order, people, refugee, student, iranian'}",US Immigration Policy and Protests,"{'US Immigration Policy': ['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'muslimban', 'maga'], 'Protests and Refugee Support': ['seek', 'heartland', 'refuge', 'country', 'protest', 'refugee', 'america_heartland', 'seek_refuge', 'seek_refuge_america_heartland', 'start_help', 'heartland_kill'], 'Migration Issues in Europe': ['migrant_europe'], 'US State Reference': ['ohio']}",US Immigration Policy.Protests and Refugee Support.Migration Issues in Europe.US State Reference
48,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",39,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[27402668, 58619025, 138168339]","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,muslimban,nobannowall,executive_order,people,refugee,student,iranian,theresistance,nomuslimban,vote,session,seek,country","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,muslimban,nobannowall,executive_order,people,refugee,student,iranian","muslimban,trump,theresistance,nobannowall,nomuslimban,muslim,vote,session,ban,immigration,trumps,travel,order,executive_order,seek,protest,country","{'US Immigration Policy': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, muslimban, nobannowall, executive_order, people, refugee, student, iranian, theresistance, nomuslimban, vote, session, seek, country'}",US Immigration Policy,"{'US Immigration Policy and Protests': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, muslimban, nobannowall, executive_order, people, refugee, student, iranian'}",US Immigration Policy and Protests,"{'US Immigration Policy Protests': 'muslimban, trump, theresistance, nobannowall, nomuslimban, muslim, vote, session, ban, immigration, trumps, travel, order, executive_order, seek, protest, country'}",US Immigration Policy Protests
49,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",40,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[816653, 10876852, 275686563, 2474536224, 2722008668]","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,donald,fire,executive_order,america,seek,heartland,refuge,country,refugee","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,donald,fire,executive_order","ban,trump,muslim,travel,trumps,immigration,order,president,america,seek,heartland,refuge,country,protest,refugee,executive_order","{'US Immigration Policy': 'ban, travel, immigration, trumps, president, order, protest, muslim, defend, donald, executive_order, america, seek, heartland, refuge, country, refugee', 'Trump Administration Actions': 'trump, trumps, president, order, donald, executive_order, america', 'Public Reaction and Protest': 'protest, defend, fire'}",US Immigration Policy.Trump Administration Actions.Public Reaction and Protest,"{'US Immigration Policy and Controversy': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, donald, executive_order', 'Public Reaction to Government Actions': 'protest, defend, fire'}",US Immigration Policy and Controversy.Public Reaction to Government Actions,"{'US Immigration Policy': 'ban, trump, muslim, travel, trumps, immigration, order, president, america, executive_order', 'Public Reaction to Immigration Policies': 'seek, heartland, refuge, country, protest, refugee'}",US Immigration Policy.Public Reaction to Immigration Policies
51,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",41,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[16153562, 1613211823, 773274076760551424]","muslimban,nobannowall,studentban,notbanstudentvisa,student,muslim,people,iranian,letthemin,trump,ban,executive_order,protest,refugee,travel,trumps,immigration,order,president,america,seek,heartland,refuge,country","muslimban,nobannowall,studentban,notbanstudentvisa,student,muslim,people,iranian,letthemin,trump,ban,executive_order,protest,refugee","ban,trump,muslim,travel,trumps,immigration,order,president,america,seek,heartland,refuge,country,protest,refugee,executive_order","{'US Immigration Policies and Protests': 'muslimban, nobannowall, studentban, notbanstudentvisa, student, muslim, people, iranian, letthemin, trump, ban, executive_order, protest, refugee, travel, trumps, immigration, order, president, america, seek, heartland, refuge, country'}",US Immigration Policies and Protests,"{'Travel and Immigration Restrictions': 'muslimban, nobannowall, studentban, notbanstudentvisa, student, muslim, people, iranian, letthemin, trump, ban, executive_order, protest, refugee'}",Travel and Immigration Restrictions,"{'US Immigration Policy': 'ban, trump, muslim, travel, trumps, immigration, order, president, america, executive_order', 'Public Reaction to Immigration Policies': 'seek, heartland, refuge, country, protest, refugee'}",US Immigration Policy.Public Reaction to Immigration Policies
52,7,"['ban', 'muslim', 'trumps', 'travel', 'trump', 'country', 'support', 'immigration', 'americans', 'muslimban', 'not']",42,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[119099353, 3349071273, 762409577681784832]","ban,muslim,trumps,travel,trump,country,support,immigration,americans,muslimban,not,nobannowall,executive_order,protest,people,refugee,student,iranian,order,president,america,seek,heartland,refuge","ban,muslim,trumps,travel,trump,country,support,immigration,americans,muslimban,not,nobannowall,executive_order,protest,people,refugee,student,iranian","ban,trump,muslim,travel,trumps,immigration,order,president,america,seek,heartland,refuge,country,protest,refugee,executive_order","{'Theme: US Travel Ban on Muslim-majority Countries': 'ban, muslim, trumps, travel, trump, country, support, immigration, americans, muslimban, not, nobannowall, executive_order, protest, people, refugee, student, iranian, order, president, america, seek, heartland, refuge'}",Theme: US Travel Ban on Muslim-majority Countries,"{'US Travel Ban on Muslim-majority Countries': 'ban, muslim, trumps, travel, trump, country, support, immigration, americans, muslimban, not, nobannowall, executive_order, protest, people, refugee, student, iranian'}",US Travel Ban on Muslim-majority Countries,"{'US Immigration Policy': 'ban, trump, muslim, travel, trumps, immigration, order, president, america, executive_order', 'Public Reaction to Immigration Policies': 'seek, heartland, refuge, country, protest, refugee'}",US Immigration Policy.Public Reaction to Immigration Policies
53,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",43,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",10,"['muslimban', 'trump', 'theresistance', 'resist', 'nobannowall', 'trumpleak', 'nomuslimban', 'break', 'stoppresidentbannon']","[4886682706, 4909739327, 759511561648140288, 759511561648140300]","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,muslimban,nobannowall,executive_order,people,refugee,student,iranian,theresistance,nomuslimban,vote,session,resist,trumpleak,break,stoppresidentbannon","ban,trump,travel,immigration,trumps,president,order,protest,muslim,defend,muslimban,nobannowall,executive_order,people,refugee,student,iranian","muslimban,trump,theresistance,nobannowall,nomuslimban,muslim,vote,session,resist,trumpleak,break,stoppresidentbannon","{'US Immigration Policy': 'ban, travel, immigration, order, protest, muslim, defend, muslimban, nobannowall, executive_order, refugee, student, iranian, nomuslimban, resist', 'Trump Administration': 'trump, trumps, president, theresistance, vote, session, trumpleak, break, stoppresidentbannon'}",US Immigration Policy.Trump Administration,"{'US Immigration Policy and Protests': 'ban, trump, travel, immigration, trumps, president, order, protest, muslim, defend, muslimban, nobannowall, executive_order, people, refugee, student, iranian'}",US Immigration Policy and Protests,"{'Political Resistance Against Trump Administration': 'muslimban, trump, theresistance, nobannowall, nomuslimban, muslim, vote, session, resist, trumpleak, break, stoppresidentbannon'}",Political Resistance Against Trump Administration
54,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",44,5,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'support', 'respect']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",9,"['nobannowall', 'muslimban', 'studentban', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'student', 'confirmation_vote']","[2904163055, 3010711135, 3762884535, 728947876836089856, 728947876836089900, 822907599205105665]","muslimban,nobannowall,studentban,notbanstudentvisa,student,muslim,people,iranian,letthemin,trump,ban,executive_order,protest,refugee,support,respect,worth_worldwide,iranian_student,confirmation_vote","muslimban,nobannowall,studentban,notbanstudentvisa,student,muslim,people,iranian,letthemin,trump,ban,executive_order,protest,refugee","muslimban,nobannowall,studentban,notbanstudentvisa,support,respect,worth_worldwide,iranian_student,student,confirmation_vote","{'Travel and Immigration Restrictions': 'muslimban, nobannowall, studentban, notbanstudentvisa, student, muslim, people, iranian, letthemin, trump, ban, executive_order, protest, refugee, support, respect, worth_worldwide, iranian_student, confirmation_vote'}",Travel and Immigration Restrictions,"{'Travel and Immigration Restrictions': 'muslimban, nobannowall, studentban, notbanstudentvisa, student, muslim, people, iranian, letthemin, trump, ban, executive_order, protest, refugee'}",Travel and Immigration Restrictions,"{'Travel and Immigration Restrictions': ['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa'], 'Support and Advocacy': ['support', 'respect', 'worth_worldwide'], 'Iranian Students and Education': ['iranian_student', 'student'], 'Political Processes': ['confirmation_vote']}",Travel and Immigration Restrictions.Support and Advocacy.Iranian Students and Education.Political Processes
