absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members,all_keywords,absolute_keywords,weighted_keywords,general_theme_gpt,general_theme_names,absolute_theme_gpt,absolute_theme_names,weighted_theme_gpt,weighted_theme_names
66,0,"['muslimban', 'trump', 'muslim', 'ban', 'nobannowall', 'refugee', 'refugeeswelcome', 'law', 'thcircuit', 'stand']",69,9,"['maga', 'muslimban', 'muslim', 'trump', 'travelban', 'americafirst', 'ban', 'country', 'islam', 'refugee', 'terrorist', 'usa', 'support', 'liberal', 'isis', 'immigrationban', 'tcot']",6,"['muslimban', 'nobannowall', 'trump', 'muslim', 'refugee']",2,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'refugeeswelcome', 'ban', 'trump', 'people']","[121108694, 140721535, 148058023, 350074813, 542428403, 925406383]","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,maga,travelban,americafirst,country,islam,terrorist,usa,support,liberal,isis,immigrationban,tcot,people","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand","maga,muslimban,muslim,trump,travelban,americafirst,ban,country,islam,refugee,terrorist,usa,support,liberal,isis,immigrationban,tcot,nobannowall,refugeeswelcome,people","{'US Immigration Policy': 'muslimban, trump, muslim, ban, travelban, immigrationban, usa, country, law, thcircuit', 'Political and Social Reactions': 'nobannowall, refugeeswelcome, stand, maga, americafirst, support, liberal, tcot, people', 'Security and Terrorism Concerns': 'islam, terrorist, isis, refugee'}",US Immigration Policy.Political and Social Reactions.Security and Terrorism Concerns,"{'US Immigration Policy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand'}",US Immigration Policy,"{'US Immigration and Travel Policies': ['maga', 'muslimban', 'trump', 'travelban', 'americafirst', 'ban', 'country', 'immigrationban', 'tcot', 'nobannowall'], 'Islam and Refugees': ['muslim', 'islam', 'refugee', 'refugeeswelcome', 'people'], 'Terrorism and Security Concerns': ['terrorist', 'isis'], 'Political Support and Opposition': ['usa', 'support', 'liberal']}",US Immigration and Travel Policies.Islam and Refugees.Terrorism and Security Concerns.Political Support and Opposition
68,11,"['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule']",70,12,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'muslim', 'judge', 'president', 'appeal', 'federal', 'block']",6,"['muslimban', 'nobannowall', 'trump', 'muslim', 'refugee']",2,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'refugeeswelcome', 'ban', 'trump', 'people']","[269199676, 3126563358, 785141716886093829, 797162317762990080, 817902968582377474, 818152237818122240]","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslimban,nobannowall,muslim,refugee,block,refugeeswelcome,people","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslimban,nobannowall,muslim,refugee","ban,trump,travel,immigration,trumps,order,court,muslim,judge,president,appeal,federal,block,muslimban,nobannowall,refugee,refugeeswelcome,people","{'US Immigration Policy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslimban, nobannowall, muslim, refugee, block, refugeeswelcome, people'}",US Immigration Policy,"{'US Immigration Policy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslimban, nobannowall, muslim, refugee'}",US Immigration Policy,"{'US Travel Ban Controversy': 'ban, trump, travel, immigration, trumps, order, court, muslim, judge, president, appeal, federal, block, muslimban, nobannowall, refugee, refugeeswelcome, people'}",US Travel Ban Controversy
69,0,"['muslimban', 'trump', 'muslim', 'ban', 'nobannowall', 'refugee', 'refugeeswelcome', 'law', 'thcircuit', 'stand']",72,12,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'muslim', 'judge', 'president', 'appeal', 'federal', 'block']",0,"['ban', 'trump', 'travel', 'trumps', 'donald', 'court', 'muslim', 'immigration', 'president', 'order', 'judge', 'white_house', 'appeal', 'federal']",1,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'president', 'judge', 'muslim', 'white_house', 'appeal', 'federal', 'rule']","[14471411, 320540635, 2304071930]","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,travel,trumps,donald,court,immigration,president,order,judge,white_house,appeal,federal,block,rule","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,travel,trumps,donald,court,immigration,president,order,judge,white_house,appeal,federal","ban,trump,travel,immigration,trumps,order,court,muslim,judge,president,appeal,federal,block,white_house,rule","{'Travel Ban Controversy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand, travel, trumps, donald, court, immigration, president, order, judge, white_house, appeal, federal, block, rule'}",Travel Ban Controversy,"{'US Immigration Policy Controversy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand, travel, trumps, donald, court, immigration, president, order, judge, white_house, appeal, federal'}",US Immigration Policy Controversy,"{'US Travel Ban Controversy': 'ban, trump, travel, immigration, trumps, order, court, muslim, judge, president, appeal, federal, block, white_house, rule'}",US Travel Ban Controversy
71,6,"['muslimban', 'nobannowall', 'immigration', 'tntweeter', 'uslatino', 'nomuslimban']",74,3,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'trump']",6,"['muslimban', 'nobannowall', 'trump', 'muslim', 'refugee']",2,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'refugeeswelcome', 'ban', 'trump', 'people']","[69450341, 497154452, 1150149296, 2901969397]","muslimban,nobannowall,immigration,tntweeter,uslatino,nomuslimban,trump,muslim,refugee,refugeeswelcome,ban,people","muslimban,nobannowall,immigration,tntweeter,uslatino,nomuslimban,trump,muslim,refugee","muslimban,nobannowall,muslim,refugee,trump,refugeeswelcome,ban,people","{'US Immigration Policies': ['muslimban', 'nobannowall', 'immigration', 'nomuslimban', 'trump', 'ban'], 'Social Media Activism': ['tntweeter', 'nobannowall', 'nomuslimban'], 'Refugee and Immigrant Support': ['refugee', 'refugeeswelcome', 'people'], 'Muslim Community and Policies': ['muslimban', 'muslim', 'nomuslimban'], 'US Latino Community': ['uslatino']}",US Immigration Policies.Social Media Activism.Refugee and Immigrant Support.Muslim Community and Policies.US Latino Community,"{'US Immigration Policies and Protests': 'muslimban, nobannowall, immigration, nomuslimban, trump, refugee', 'Social Media Activism': 'tntweeter, uslatino', 'Muslim Community Impact': 'muslimban, muslim, refugee'}",US Immigration Policies and Protests.Social Media Activism.Muslim Community Impact,"{'US Immigration Policy Controversy': 'muslimban, nobannowall, muslim, refugee, trump, refugeeswelcome, ban, people'}",US Immigration Policy Controversy
72,11,"['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule']",75,12,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'muslim', 'judge', 'president', 'appeal', 'federal', 'block']",9,"['ban', 'travel', 'trump', 'immigration', 'order', 'court', 'trumps', 'president', 'judge', 'appeal', 'federal', 'halt']",3,"['ban', 'trump', 'travel', 'trumps', 'nomuslimban', 'protest', 'muslim']","[38363082, 176953436, 1481865216, 1624926602, 1653422442, 1874495306, 2244322316, 2258610236, 2421397093, 2455806548, 2533536294, 2600286068, 2633981594, 3154707827, 3228631089, 3230970725, 3254255787, 3257154182, 3324219924, 3327043767, 3345349378, 3349825024, 702573500360495104, 703163184106962948, 703576687871660032]","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,halt,muslim,block,nomuslimban,protest","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,halt","ban,trump,travel,immigration,trumps,order,court,muslim,judge,president,appeal,federal,block,nomuslimban,protest","{'US Travel Ban Controversy': ['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule', 'halt', 'muslim', 'block', 'nomuslimban', 'protest']}",US Travel Ban Controversy,"{'US Immigration Policy and Legal Challenges': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, halt'}",US Immigration Policy and Legal Challenges,"{'US Travel Ban Controversy': 'ban, trump, travel, immigration, trumps, order, court, muslim, judge, president, appeal, federal, block, nomuslimban, protest'}",US Travel Ban Controversy
73,11,"['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule']",76,12,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'muslim', 'judge', 'president', 'appeal', 'federal', 'block']",9,"['ban', 'travel', 'trump', 'immigration', 'order', 'court', 'trumps', 'president', 'judge', 'appeal', 'federal', 'halt']",1,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'president', 'judge', 'muslim', 'white_house', 'appeal', 'federal', 'rule']","[1932657667, 1964314004, 2473045788, 2475411319, 2567774714, 3318068033, 4440817880]","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,halt,muslim,block,white_house","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,halt","ban,trump,travel,immigration,trumps,order,court,muslim,judge,president,appeal,federal,block,white_house,rule","{'US Immigration Policy Controversy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, halt, muslim, block, white_house'}",US Immigration Policy Controversy,"{'US Immigration Policy and Legal Challenges': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, halt'}",US Immigration Policy and Legal Challenges,"{'US Travel Ban Controversy': 'ban, trump, travel, immigration, trumps, order, court, muslim, judge, president, appeal, federal, block, white_house, rule'}",US Travel Ban Controversy
74,0,"['muslimban', 'trump', 'muslim', 'ban', 'nobannowall', 'refugee', 'refugeeswelcome', 'law', 'thcircuit', 'stand']",80,3,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'trump']",0,"['ban', 'trump', 'travel', 'trumps', 'donald', 'court', 'muslim', 'immigration', 'president', 'order', 'judge', 'white_house', 'appeal', 'federal']",1,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'president', 'judge', 'muslim', 'white_house', 'appeal', 'federal', 'rule']","[14202817, 20190741, 174059200]","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,travel,trumps,donald,court,immigration,president,order,judge,white_house,appeal,federal,rule","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,travel,trumps,donald,court,immigration,president,order,judge,white_house,appeal,federal","muslimban,nobannowall,muslim,refugee,trump,ban,travel,immigration,trumps,order,court,president,judge,white_house,appeal,federal,rule","{'US Immigration Policy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand, travel, trumps, donald, court, immigration, president, order, judge, white_house, appeal, federal, rule'}",US Immigration Policy,"{'US Immigration Policy Controversy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand, travel, trumps, donald, court, immigration, president, order, judge, white_house, appeal, federal'}",US Immigration Policy Controversy,"{'US Travel Ban Controversy': 'muslimban, nobannowall, muslim, refugee, trump, ban, travel, immigration, trumps, order, court, president, judge, white_house, appeal, federal, rule'}",US Travel Ban Controversy
75,11,"['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule']",81,4,"['immigration', 'ban', 'order', 'travel', 'trump', 'president', 'judge', 'court', 'halt', 'executive', 'federal', 'country', 'poll', 'tweet']",4,"['ban', 'muslim', 'country', 'immigration', 'travelban', 'maga', 'order', 'comment_federal', 'tweet_message', 'judge', 'trump', 'refugee']",13,"['ban', 'travel', 'immigration', 'trump', 'order', 'judge', 'court', 'president', 'trumps']","[19065989, 154228382, 4786763677, 712463864491872256]","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslim,country,travelban,maga,comment_federal,tweet_message,refugee,halt,executive,poll,tweet","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslim,country,travelban,maga,comment_federal,tweet_message,refugee","immigration,ban,order,travel,trump,president,judge,court,halt,executive,federal,country,poll,tweet,trumps","{'US Travel Ban Controversy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslim, country, travelban, maga, comment_federal, tweet_message, refugee, halt, executive, poll, tweet'}",US Travel Ban Controversy,"{'US Travel Ban': 'ban, travel, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslim, country, travelban, refugee', 'Trump Administration': 'trump, trumps, president, maga, tweet_message', 'Judicial Response': 'court, judge, appeal, federal, rule, comment_federal'}",US Travel Ban.Trump Administration.Judicial Response,"{'US Immigration Policy Controversy': 'immigration, ban, order, travel, trump, president, executive, federal, country', 'Judicial Response to Executive Orders': 'judge, court, halt', 'Public Opinion and Social Media Reaction': 'poll, tweet, trumps'}",US Immigration Policy Controversy.Judicial Response to Executive Orders.Public Opinion and Social Media Reaction
76,11,"['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule']",82,12,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'muslim', 'judge', 'president', 'appeal', 'federal', 'block']",4,"['ban', 'muslim', 'country', 'immigration', 'travelban', 'maga', 'order', 'comment_federal', 'tweet_message', 'judge', 'trump', 'refugee']",13,"['ban', 'travel', 'immigration', 'trump', 'order', 'judge', 'court', 'president', 'trumps']","[19211550, 3408791968, 754760616351567872]","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslim,country,travelban,maga,comment_federal,tweet_message,refugee,block","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslim,country,travelban,maga,comment_federal,tweet_message,refugee","ban,trump,travel,immigration,trumps,order,court,muslim,judge,president,appeal,federal,block","{'US Travel Ban Controversy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslim, country, travelban, maga, comment_federal, tweet_message, refugee, block'}",US Travel Ban Controversy,"{'US Travel Ban': 'ban, travel, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslim, country, travelban, refugee', 'Trump Administration': 'trump, trumps, president, maga, tweet_message', 'Judicial Response': 'court, judge, appeal, federal, rule, comment_federal'}",US Travel Ban.Trump Administration.Judicial Response,"{'US Travel Ban Controversy': 'ban, trump, travel, immigration, trumps, order, court, muslim, judge, president, appeal, federal, block'}",US Travel Ban Controversy
77,0,"['muslimban', 'trump', 'muslim', 'ban', 'nobannowall', 'refugee', 'refugeeswelcome', 'law', 'thcircuit', 'stand']",16,3,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'trump']",6,"['muslimban', 'nobannowall', 'trump', 'muslim', 'refugee']",2,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'refugeeswelcome', 'ban', 'trump', 'people']","[19676212, 21916461, 30335005, 34624710, 41136905, 60771113, 109965500, 221922058, 248505616, 257804203, 521707499, 583342511, 620489159, 834464352, 2674748965, 3225406292, 721434195034157056, 798300135277154304, 827262701793448000]","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,people","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand","muslimban,nobannowall,muslim,refugee,trump,refugeeswelcome,ban,people","{'US Immigration Policy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand, people'}",US Immigration Policy,"{'US Immigration Policy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand'}",US Immigration Policy,"{'US Immigration Policy Controversy': 'muslimban, nobannowall, muslim, refugee, trump, refugeeswelcome, ban, people'}",US Immigration Policy Controversy
78,0,"['muslimban', 'trump', 'muslim', 'ban', 'nobannowall', 'refugee', 'refugeeswelcome', 'law', 'thcircuit', 'stand']",83,12,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'muslim', 'judge', 'president', 'appeal', 'federal', 'block']",0,"['ban', 'trump', 'travel', 'trumps', 'donald', 'court', 'muslim', 'immigration', 'president', 'order', 'judge', 'white_house', 'appeal', 'federal']",1,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'president', 'judge', 'muslim', 'white_house', 'appeal', 'federal', 'rule']","[17654763, 17672825, 22812734, 226640681, 409116367, 897197394, 1110222162]","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,travel,trumps,donald,court,immigration,president,order,judge,white_house,appeal,federal,block,rule","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,travel,trumps,donald,court,immigration,president,order,judge,white_house,appeal,federal","ban,trump,travel,immigration,trumps,order,court,muslim,judge,president,appeal,federal,block,white_house,rule","{'US Immigration Policy Controversy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand, travel, trumps, donald, court, immigration, president, order, judge, white_house, appeal, federal, block, rule'}",US Immigration Policy Controversy,"{'US Immigration Policy Controversy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand, travel, trumps, donald, court, immigration, president, order, judge, white_house, appeal, federal'}",US Immigration Policy Controversy,"{'US Travel Ban Controversy': 'ban, trump, travel, immigration, trumps, order, court, muslim, judge, president, appeal, federal, block, white_house, rule'}",US Travel Ban Controversy
79,0,"['muslimban', 'trump', 'muslim', 'ban', 'nobannowall', 'refugee', 'refugeeswelcome', 'law', 'thcircuit', 'stand']",84,3,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'trump']",0,"['ban', 'trump', 'travel', 'trumps', 'donald', 'court', 'muslim', 'immigration', 'president', 'order', 'judge', 'white_house', 'appeal', 'federal']",1,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'president', 'judge', 'muslim', 'white_house', 'appeal', 'federal', 'rule']","[18165049, 26186655, 135342156, 146160591, 240812994, 242426145, 267935801, 805003357, 1155335864, 2357656989, 2421228369, 2962868158, 4709186883, 717032687643529216, 780524293172129792, 802355121191550976, 806274495669407744, 825744221344759810]","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,travel,trumps,donald,court,immigration,president,order,judge,white_house,appeal,federal,rule","muslimban,trump,muslim,ban,nobannowall,refugee,refugeeswelcome,law,thcircuit,stand,travel,trumps,donald,court,immigration,president,order,judge,white_house,appeal,federal","muslimban,nobannowall,muslim,refugee,trump,ban,travel,immigration,trumps,order,court,president,judge,white_house,appeal,federal,rule","{'US Immigration Policy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand, travel, trumps, donald, court, immigration, president, order, judge, white_house, appeal, federal, rule'}",US Immigration Policy,"{'US Immigration Policy Controversy': 'muslimban, trump, muslim, ban, nobannowall, refugee, refugeeswelcome, law, thcircuit, stand, travel, trumps, donald, court, immigration, president, order, judge, white_house, appeal, federal'}",US Immigration Policy Controversy,"{'US Travel Ban Controversy': 'muslimban, nobannowall, muslim, refugee, trump, ban, travel, immigration, trumps, order, court, president, judge, white_house, appeal, federal, rule'}",US Travel Ban Controversy
80,6,"['muslimban', 'nobannowall', 'immigration', 'tntweeter', 'uslatino', 'nomuslimban']",88,3,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'trump']",6,"['muslimban', 'nobannowall', 'trump', 'muslim', 'refugee']",2,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'refugeeswelcome', 'ban', 'trump', 'people']","[421482987, 990077707, 2814058404, 3964410253]","muslimban,nobannowall,immigration,tntweeter,uslatino,nomuslimban,trump,muslim,refugee,refugeeswelcome,ban,people","muslimban,nobannowall,immigration,tntweeter,uslatino,nomuslimban,trump,muslim,refugee","muslimban,nobannowall,muslim,refugee,trump,refugeeswelcome,ban,people","{'US Immigration Policy and Protests': ['muslimban', 'nobannowall', 'immigration', 'nomuslimban', 'trump', 'refugee', 'refugeeswelcome', 'ban'], 'Social Media Activism': ['tntweeter', 'uslatino', 'people']}",US Immigration Policy and Protests.Social Media Activism,"{'US Immigration Policies and Protests': 'muslimban, nobannowall, immigration, nomuslimban, trump, refugee', 'Social Media Activism': 'tntweeter, uslatino', 'Muslim Community Impact': 'muslimban, muslim, refugee'}",US Immigration Policies and Protests.Social Media Activism.Muslim Community Impact,"{'US Immigration Policy Controversy': 'muslimban, nobannowall, muslim, refugee, trump, refugeeswelcome, ban, people'}",US Immigration Policy Controversy
81,11,"['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule']",105,3,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'trump']",0,"['ban', 'trump', 'travel', 'trumps', 'donald', 'court', 'muslim', 'immigration', 'president', 'order', 'judge', 'white_house', 'appeal', 'federal']",1,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'president', 'judge', 'muslim', 'white_house', 'appeal', 'federal', 'rule']","[17643749, 46413717, 174477930, 463227379, 1102046971, 1327321944, 2480890465, 703090157063254022, 824119137031094300]","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,donald,muslim,white_house,muslimban,nobannowall,refugee","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,donald,muslim,white_house","muslimban,nobannowall,muslim,refugee,trump,ban,travel,immigration,trumps,order,court,president,judge,white_house,appeal,federal,rule","{'US Immigration Policy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, donald, muslim, white_house, muslimban, nobannowall, refugee'}",US Immigration Policy,"{'US Travel Ban Controversy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, donald, muslim, white_house'}",US Travel Ban Controversy,"{'US Travel Ban Controversy': 'muslimban, nobannowall, muslim, refugee, trump, ban, travel, immigration, trumps, order, court, president, judge, white_house, appeal, federal, rule'}",US Travel Ban Controversy
83,11,"['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule']",90,12,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'muslim', 'judge', 'president', 'appeal', 'federal', 'block']",0,"['ban', 'trump', 'travel', 'trumps', 'donald', 'court', 'muslim', 'immigration', 'president', 'order', 'judge', 'white_house', 'appeal', 'federal']",1,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'president', 'judge', 'muslim', 'white_house', 'appeal', 'federal', 'rule']","[72454254, 479562736, 800663185]","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,donald,muslim,white_house,block","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,donald,muslim,white_house","ban,trump,travel,immigration,trumps,order,court,muslim,judge,president,appeal,federal,block,white_house,rule","{""Trump's Travel Ban"": 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, donald, muslim, white_house, block'}",Trump's Travel Ban,"{'US Travel Ban Controversy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, donald, muslim, white_house'}",US Travel Ban Controversy,"{'US Travel Ban Controversy': 'ban, trump, travel, immigration, trumps, order, court, muslim, judge, president, appeal, federal, block, white_house, rule'}",US Travel Ban Controversy
85,11,"['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule']",91,6,"['ban', 'travel', 'trump', 'donald', 'trumps', 'president', 'court', 'judge', 'immigration', 'order', 'appeal', 'attack']",4,"['ban', 'muslim', 'country', 'immigration', 'travelban', 'maga', 'order', 'comment_federal', 'tweet_message', 'judge', 'trump', 'refugee']",2,"['muslimban', 'nobannowall', 'muslim', 'refugee', 'refugeeswelcome', 'ban', 'trump', 'people']","[313038011, 352900778, 2247644238, 3196630410]","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslim,country,travelban,maga,comment_federal,tweet_message,refugee,donald,attack,muslimban,nobannowall,refugeeswelcome,people","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslim,country,travelban,maga,comment_federal,tweet_message,refugee","ban,travel,trump,donald,trumps,president,court,judge,immigration,order,appeal,attack,muslimban,nobannowall,muslim,refugee,refugeeswelcome,people","{'US Immigration Policy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslim, country, travelban, maga, comment_federal, tweet_message, refugee, donald, attack, muslimban, nobannowall, refugeeswelcome, people'}",US Immigration Policy,"{'US Travel Ban': 'ban, travel, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslim, country, travelban, refugee', 'Trump Administration': 'trump, trumps, president, maga, tweet_message', 'Judicial Response': 'court, judge, appeal, federal, rule, comment_federal'}",US Travel Ban.Trump Administration.Judicial Response,"{'US Immigration Policy': 'ban, travel, trump, donald, trumps, president, court, judge, immigration, order, appeal, attack, muslimban, nobannowall, muslim, refugee, refugeeswelcome, people'}",US Immigration Policy
86,11,"['ban', 'travel', 'trump', 'immigration', 'order', 'trumps', 'court', 'judge', 'president', 'appeal', 'federal', 'rule']",26,12,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'order', 'court', 'muslim', 'judge', 'president', 'appeal', 'federal', 'block']",4,"['ban', 'muslim', 'country', 'immigration', 'travelban', 'maga', 'order', 'comment_federal', 'tweet_message', 'judge', 'trump', 'refugee']",13,"['ban', 'travel', 'immigration', 'trump', 'order', 'judge', 'court', 'president', 'trumps']","[19017675, 1586941430, 2716396878, 3311009789, 3369332271, 3381540185, 4521330855, 4690856839, 775044975809757184, 783063150585339905, 801145013799358468, 818947590137987072]","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslim,country,travelban,maga,comment_federal,tweet_message,refugee,block","ban,travel,trump,immigration,order,trumps,court,judge,president,appeal,federal,rule,muslim,country,travelban,maga,comment_federal,tweet_message,refugee","ban,trump,travel,immigration,trumps,order,court,muslim,judge,president,appeal,federal,block","{'US Travel Ban Controversy': 'ban, travel, trump, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslim, country, travelban, maga, comment_federal, tweet_message, refugee, block'}",US Travel Ban Controversy,"{'US Travel Ban': 'ban, travel, immigration, order, trumps, court, judge, president, appeal, federal, rule, muslim, country, travelban, refugee', 'Trump Administration': 'trump, trumps, president, maga, tweet_message', 'Judicial Response': 'court, judge, appeal, federal, rule, comment_federal'}",US Travel Ban.Trump Administration.Judicial Response,"{'US Travel Ban Controversy': 'ban, trump, travel, immigration, trumps, order, court, muslim, judge, president, appeal, federal, block'}",US Travel Ban Controversy
